store_number,store_name,store_type,street_address,city,state,zip,has_15O,has_34O,has_15U,has_34U,current_sku_count,on_endcap_no_catalyst,endcap_recommended_qty,latitude,longitude
971,VIROQUA WI,Supercenter,1133 N MAIN ST,VIROQUA,WI,54665,,,,,0,Y,9,43.5442,-90.8939
972,LAKE WORTH TX,Supercenter,6360 LAKE WORTH BLVD,LAKE WORTH,TX,76135,Y,,,,1,,9,32.8048507,-97.44502
978,ARKANSAS CITY KS,Supercenter,2701 N SUMMIT ST,ARKANSAS CITY,KS,67005,,,,,0,Y,9,37.0676,-97.0357
980,GREELEY CO,Supercenter,3103 S 23RD AVE,GREELEY,CO,80631,Y,Y,,,2,,9,40.386102652573,-104.715939767053
981,MERIDIAN MS,Supercenter,1733 2ND ST S,MERIDIAN,MS,39301,Y,,,,1,,9,32.365194959808,-88.694980891848
985,FAIRFIELD IA,Supercenter,2701 W BURLINGTON AVE,FAIRFIELD,IA,52556,,,,,0,Y,9,41.0039,-91.9576
991,MOBILE AL,Supercenter,101 E I65 SERVICE RD S,MOBILE,AL,36606,Y,,,,1,,9,30.6913462,-88.0437509
996,SPENCER IN,Wal-Mart,823 W STATE HIGHWAY 46,SPENCER,IN,47460,Y,,,,1,,9,39.289936858829,-86.783963727331
999,SAN ANTONIO RAY ELLISON &,Supercenter,7239 SW LOOP 410,SAN ANTONIO,TX,78242,Y,,,,1,,9,29.4246002,-98.4951405
1001,"PUEBLO, CO",Supercenter,4080 W NORTHERN AVE,PUEBLO,CO,81005,,Y,Y,,2,,9,38.263995,-104.6141867
1007,RICHLAND CENTER WI,Supercenter,2401 US HWY 14 E,RICHLAND CENTER,WI,53581,Y,,,,1,,9,43.315079463369,-90.350462007313
1010,ROCKINGHAM NC,Supercenter,720 E US HIGHWAY 74,ROCKINGHAM,NC,28379,Y,,,,1,,9,34.912963022723,-79.729616363823
1012,BEAVER DAM WI,Supercenter,120 FRANCES LN,BEAVER DAM,WI,53916,Y,,Y,,2,,9,43.4577692,-88.837329
1013,CLINTON IN,Wal-Mart,1795 E STATE ROAD 163,CLINTON,IN,47842,,,,,0,Y,9,39.6591,-87.4208
1015,"EL PASO, TX",Supercenter,7555 N MESA ST,EL PASO,TX,79912,Y,,,,1,,9,31.838429627163,-106.565854965068
1017,MANNING SC,Supercenter,2010 PAXVILLE HWY,MANNING,SC,29102,,,,,0,Y,9,33.6184,-80.2116
1018,EASTMAN GA,Supercenter,1099 INDIAN DR,EASTMAN,GA,31023,,,,,0,Y,9,32.2084,-83.186
1021,WARRENTON MO,Supercenter,500 WARREN COUNTY CTR,WARRENTON,MO,63383,Y,,,,1,,9,38.810751,-91.150268
1024,SWAINSBORO GA,Supercenter,414 S MAIN ST,SWAINSBORO,GA,30401,,,,,0,Y,9,32.5699,-82.3462
1025,MCCOMB MS,Supercenter,1608 VETERANS BLVD,MCCOMB,MS,39648,Y,,,,1,,9,31.1769,-90.4016
1026,BEDFORD IN,Supercenter,3200 JOHN WILLIAMS BLVD,BEDFORD,IN,47421,Y,,,,1,,9,38.868103984819,-86.515130708865
1027,CONCORD NC,Supercenter,150 CONCORD COMMONS PL SW,CONCORD,NC,28027,Y,,,,1,,9,35.402368919846,-80.608884868886
1037,SUMMERVILLE SC,Supercenter,1317 N MAIN ST STE A1,SUMMERVILLE,SC,29483,Y,Y,Y,,3,,9,33.036763718382,-80.155014677205
1038,WASECA MN,Supercenter,2103 STATE ST N,WASECA,MN,56093,Y,,,,1,,9,44.097281162422,-93.507262083658
1043,PAULS VALLEY OK,Supercenter,2008 W GRANT AVE,PAULS VALLEY,OK,73075,Y,,,,1,,9,34.739101590544,-97.247965907882
1047,MORROW GA,Supercenter,6065 JONESBORO RD,MORROW,GA,30260,,Y,,,1,,9,33.589571071485,-84.337796117011
1048,WILLIAMSBURG KY,Supercenter,589 W HIGHWAY 92,WILLIAMSBURG,KY,40769,,,,,0,Y,9,36.747,-84.1394
1051,LEVELLAND TX,Supercenter,407 E STATE ROAD 114,LEVELLAND,TX,79336,Y,,,,1,,9,33.594015103362,-102.36245735987
1052,FAYETTE AL,Supercenter,3186 HIGHWAY 171 N,FAYETTE,AL,35555,,,,,0,Y,9,33.6974,-87.8346
1054,ATCHISON KS,Supercenter,1920 HIGHWAY 73,ATCHISON,KS,66002,Y,Y,,,2,,9,39.545351006138,-95.129765234442
1056,NEWCASTLE OK,Supercenter,3300 TRI CITY DR,NEWCASTLE,OK,73065,Y,,,Y,2,,9,35.2472869,-97.59976
1057,TALLASSEE AL EF,Supercenter,2190 GILMER AVENUE,TALLASSEE,AL,36078,Y,,,,1,,9,32.5348568,-85.8922974
1059,FOREST MS,Supercenter,1309 HIGHWAY 35 S,FOREST,MS,39074,Y,,,,1,,9,32.3645888,-89.4742348
1060,MORGANTON NC,Supercenter,G120 MORGANTON HEIGHTS BLVD,MORGANTON,NC,28655,Y,,,,1,,9,35.7454291,-81.6870837
1061,HAZELHURST GA,Supercenter,136 E JARMAN ST,HAZLEHURST,GA,31539,Y,,,,1,,9,31.865077390265,-82.588114365211
1064,LENOIR NC,Supercenter,935 BLOWING ROCK BLVD,LENOIR,NC,28645,Y,,,,1,,9,35.928324474937,-81.52704584658
1065,HOPE AR,Supercenter,2400 N HERVEY ST,HOPE,AR,71801,Y,,,,1,,9,33.683332513735,-93.613262294628
1066,PASCAGOULA MS,Supercenter,4253 DENNY AVE,PASCAGOULA,MS,39581,Y,,,,1,,9,30.377949563534,-88.527388622991
1067,HALLETSVILLE TX,Wal-Mart,1506 N TEXANA ST,HALLETTSVILLE,TX,77964,,,,,0,Y,9,29.4426,-96.9234
1069,NEWTON MS,Supercenter,231 EASTSIDE DR,NEWTON,MS,39345,,,,,0,Y,9,32.3244,-89.184
1070,ELLIJAY GA,Supercenter,88 HIGHLAND XING,EAST ELLIJAY,GA,30540,Y,,,Y,2,,9,34.654340830146,-84.492840819451
1071,WOOD RIVER IL,Supercenter,610 WESLEY DR,WOOD RIVER,IL,62095,Y,,Y,,2,,9,38.869024434274,-90.067453380992
1072,TIFTON GA,Supercenter,1830 US HIGHWAY 82 W,TIFTON,GA,31793,Y,,,,1,,9,31.4549719,-83.5108284
1074,GRENADA MS,Supercenter,1655 SUNSET DR,GRENADA,MS,38901,Y,,,,1,,9,33.785041899803,-89.835641508878
1076,MACON GA,Supercenter,1401 GRAY HWY,MACON,GA,31211,Y,,,,1,,9,32.862378612388,-83.613186626536
1083,JACKSONVILLE FL,Supercenter,6830 NORMANDY BLVD,JACKSONVILLE,FL,32205,Y,,,,1,,9,30.303389592889,-81.758352201987
1084,ORLANDO FL,Wal-Mart,3838 S SEMORAN BLVD,ORLANDO,FL,32822,Y,,,,1,,9,28.505272795974,-81.310439765569
1085,PORT RICHEY FL,Supercenter,8701 US HIGHWAY 19,PORT RICHEY,FL,34668,Y,Y,Y,Y,4,,9,28.283238392749,-82.715800847656
1087,STUART FL,Supercenter,4001 SE FEDERAL HWY,STUART,FL,34997,Y,Y,Y,Y,4,,9,27.153853290676,-80.219362620074
1089,KIMBALL /JASPER TN,Supercenter,525 KIMBALL CROSSING DR,KIMBALL,TN,37347,Y,,,,1,,9,35.0478571,-85.6719138
1091,ANDALUSIA AL,Supercenter,1991 M. L. KING JR.,ANDALUSIA,AL,36420,Y,,,,1,,9,31.3080607,-86.482424
1093,RANTOUL IL,Supercenter,845 BROADMEADOW RD,RANTOUL,IL,61866,Y,,,Y,2,,9,40.30693685847,-88.17711891894
1094,RAYTOWN MO,Supercenter,10300 E HIGHWAY 350,RAYTOWN,MO,64138,Y,,,,1,,9,39.0089226,-94.4622103
1098,PORT LAVACA TX,Supercenter,400 TINEY BROWNING BLVD,PORT LAVACA,TX,77979,,,,,0,Y,9,28.6011,-96.6259
1100,HAMILTON AL,Supercenter,1706 MILITARY ST S,HAMILTON,AL,35570,,Y,,,1,,9,34.1534,-88.0085
1103,HOUSTON (CORNERSTONE) TX,Supercenter,3450 FM 1960 RD W,HOUSTON,TX,77068,,,,,0,Y,9,30.0069,-95.4897
1104,INVERNESS FL,Supercenter,2461 E GULF TO LAKE HWY,INVERNESS,FL,34453,Y,Y,,,2,,9,28.854955527184,-82.392454498401
1106,"VIDALIA, LA",Supercenter,4283 CARTER ST,VIDALIA,LA,71373,,,,,0,Y,9,31.5782,-91.4695
1107,OAKDALE LA,Supercenter,1900 HIGHWAY 165 S,OAKDALE,LA,71463,Y,,,,1,,9,30.8147872,-92.6564081
1110,FARMERVILLE LA,Supercenter,833 STERLINGTON HWY,FARMERVILLE,LA,71241,Y,,,,1,,9,32.771700845676,-92.397391239762
1111,HARTWELL GA,Supercenter,1572 ANDERSON HWY,HARTWELL,GA,30643,Y,,,,1,,9,34.350256197195,-82.901517297273
1112,THOMASTON GA,Supercenter,855 N CHURCH ST,THOMASTON,GA,30286,Y,,,,1,,9,32.877448370317,-84.326934964361
1114,"MOUNTAIN VIEW, AR",Supercenter,409 SYLAMORE AVE,MOUNTAIN VIEW,AR,72560,Y,,,,1,,9,35.87026699901,-92.104032796277
1122,EASTANOLLEE GA,Supercenter,3886 HIGHWAY 17 ALT,EASTANOLLEE,GA,30538,Y,,,Y,2,,9,34.5202677,-83.2554936
1123,SENECA SC,Supercenter,1636 SANDIFER BLVD,SENECA,SC,29678,Y,,,,1,,9,34.684433281557,-83.004188709955
1128,MARKSVILLE LA,Supercenter,7162 HIGHWAY 1,MARKSVILLE,LA,71350,,,,,0,Y,9,31.0615,-92.0543
1130,LAURENS SC,Supercenter,922 E MAIN ST,LAURENS,SC,29360,Y,,,,1,,9,34.492658643777,-81.981078203536
1131,TAYLORSVILLE NC,Supercenter,901 NC HIGHWAY 16 S,TAYLORSVILLE,NC,28681,,,,,0,Y,9,35.901,-81.2124
1132,ASHEBORO NC,Supercenter,1226 E DIXIE DR,ASHEBORO,NC,27203,Y,,,,1,,9,35.696225750904,-79.790395865679
1134,DE FUNIAK SPRINGS FL,Supercenter,1226 FREEPORT HWY S,DEFUNIAK SPRINGS,FL,32435,Y,,,,1,,9,30.7210227,-86.1152184
1136,PORT ALLEN LA,Supercenter,3255 LA HIGHWAY 1 S,PORT ALLEN,LA,70767,Y,,,,1,,9,30.45335,-91.2100569
1137,HOUSTON (UVALDE) TX,Supercenter,13750 EAST FWY,HOUSTON,TX,77015,Y,,,,1,,9,29.770191943372,-95.177406030139
1139,MOREHEAD KY,Supercenter,200 WALMART WAY,MOREHEAD,KY,40351,Y,Y,,Y,3,,9,38.1839705,-83.4326841
1140,"MT.STERLING, KY",Supercenter,499 INDIAN MOUND DR,MOUNT STERLING,KY,40353,Y,,,,1,,9,38.0561079,-83.9431961
1143,SANDERSVILLE GA,Supercenter,1308 S HARRIS ST,SANDERSVILLE,GA,31082,Y,,,,1,,9,32.961697180159,-82.809186082899
1144,YORK SC,Supercenter,970 E LIBERTY ST,YORK,SC,29745,Y,,,Y,2,,9,34.98548662417,-81.213274306615
1147,FLIPPIN AR,Supercenter,168 WALMART DR,FLIPPIN,AR,72634,,,,,0,Y,9,36.2682,-92.578
1152,SIOUX CENTER IA,Supercenter,255 16TH ST SW,SIOUX CENTER,IA,51250,Y,,,,1,,9,43.060686662364,-96.179289719372
1153,MACON GA,Supercenter,6020 HARRISON RD,MACON,GA,31206,Y,,,,1,,9,32.810784164517,-83.722485342545
1155,LUMBERTON NC,Supercenter,5070 FAYETTEVILLE RD,LUMBERTON,NC,28358,Y,,,,1,,9,34.66528085807,-79.001427327887
1157,N VERNON IN,Supercenter,2410 N STATE HWY 3,NORTH VERNON,IN,47265,Y,,,,1,,9,39.020176134428,-85.639976869574
1158,"ADAMSVILLE, AL",Supercenter,2473 HACKWORTH RD,ADAMSVILLE,AL,35214,Y,,Y,,2,,9,33.6009389,-86.9561059
1161,ST CHARLES MO,Supercenter,2897 VETERANS MEMORIAL PKWY,SAINT CHARLES,MO,63303,Y,,,,1,,9,38.783953022299,-90.524951640174
1162,WASHINGTON IN,Supercenter,1801 S STATE ROAD 57,WASHINGTON,IN,47501,Y,,,,1,,9,38.631896903879,-87.180025108575
1163,GRETNA LA,Supercenter,4001 BEHRMAN PL,NEW ORLEANS,LA,70114,Y,,,,1,,9,29.91256805001,-90.017988102406
1166,ELIZABETHTOWN NC,Wal-Mart,1347 W BROAD ST,ELIZABETHTOWN,NC,28337,,,,,0,Y,9,34.6471,-78.5747
1168,COLUMBIA MS,Supercenter,1001 HIGHWAY 98 BYP,COLUMBIA,MS,39429,Y,,,,1,,9,31.242063545434,-89.811512646388
1174,THOMASVILLE AL,Supercenter,34301 HIGHWAY 43,THOMASVILLE,AL,36784,,,,,0,Y,9,31.9067,-87.7598
1183,"WEST COLUMBIA, SC",Supercenter,2401 AUGUSTA RD,WEST COLUMBIA,SC,29169,Y,,,Y,2,,9,33.982177916377,-81.101258881896
1184,"STONE MOUNTAIN, GA",Supercenter,1825 ROCKBRIDGE RD,STONE MOUNTAIN,GA,30087,Y,,,,1,,9,33.826484220922,-84.124638640449
1186,LIBERTY TX,Supercenter,2121 HIGHWAY 146 BYP,LIBERTY,TX,77575,Y,,,,1,,9,30.056632546036,-94.794313845982
1187,IOLA KS,Supercenter,2200 N STATE ST,IOLA,KS,66749,,,,,0,Y,9,37.9245,-95.4
1188,"BRIDGETON, MO",Supercenter,11900 ST CHARLES ROCK RD,BRIDGETON,MO,63044,Y,,,,1,,9,38.745975118024,-90.418556382998
1192,MAGEE MS,Supercenter,1625 SIMPSON HIGHWAY 49,MAGEE,MS,39111,Y,,,,1,,9,31.8724469,-89.7323162
1193,MONROE LA,Supercenter,2701 LOUISVILLE AVE,MONROE,LA,71201,Y,,,,1,,9,32.52446540501,-92.095492176972
1197,ROCKY MOUNT NC,Supercenter,1511 BENVENUE RD,ROCKY MOUNT,NC,27804,,Y,,,1,,9,35.979868542903,-77.808180582565
1198,SAN ANTONIO (N) TX,Supercenter,1515 N LOOP 1604 E,SAN ANTONIO,TX,78232,Y,,,,1,,9,29.4246002,-98.4951405
1200,COLORADO SPRINGS CO,Supercenter,3201 E PLATTE AVE,COLORADO SPRINGS,CO,80909,Y,Y,Y,,3,,9,38.839616396187,-104.769998292854
1201,GARDENDALE AL,Supercenter,890 ODUM RD,GARDENDALE,AL,35071,Y,,Y,,2,,9,33.647693952723,-86.825051918215
1202,WISCONSIN RAPIDS WI,Supercenter,4331 8TH ST S,WISCONSIN RAPIDS,WI,54494,Y,Y,,,2,,9,44.355710828826,-89.816712093885
1211,HARVARD IL,Supercenter,21101 MCGUIRE RD,HARVARD,IL,60033,Y,,,,1,,9,42.407313816669,-88.60875250596
1214,"COLBY, KS",Supercenter,115 W WILLOW ST,COLBY,KS,67701,Y,,,,1,,9,39.365304282957,-101.046836165116
1218,CASA GRANDE AZ,Supercenter,1741 E FLORENCE BLVD,CASA GRANDE,AZ,85122,Y,,,,1,,9,32.879511647332,-111.712575317557
1222,PENSACOLA (N) FL,Supercenter,8970 PENSACOLA BLVD,PENSACOLA,FL,32534,Y,Y,Y,Y,4,,9,30.527435961466,-87.274891620656
1224,PENSACOLA FL,Supercenter,2650 CREIGHTON RD,PENSACOLA,FL,32504,Y,Y,Y,,3,,9,30.495225266395,-87.192560468345
1225,ORANGE PARK FL,Supercenter,899 BLANDING BLVD,ORANGE PARK,FL,32065,Y,,,,1,,9,30.140018563173,-81.770273831748
1226,ASHLAND CITY TN,Supercenter,1626 HIGHWAY 12 S,ASHLAND CITY,TN,37015,Y,,,,1,,9,36.248701159989,-87.031064568392
1227,"AUGUSTA (MARTINEZ), GA",Supercenter,260 BOBBY JONES EXPY,AUGUSTA,GA,30907,Y,,,,1,,9,33.505706954219,-82.090867411854
1229,HOOVER(BIRMINGHAM) AL,Supercenter,2780 JOHN HAWKINS PKWY,HOOVER,AL,35244,Y,,,Y,2,,9,33.363861345267,-86.825546436588
1233,PAINTSVILLE KY,Supercenter,470 N. MAYO TRAIL,PAINTSVILLE,KY,41240,Y,Y,,Y,3,,9,37.81040397358,-82.804103839838
1234,MONTICELLO KY,Supercenter,175 WALMART PLAZA DR,MONTICELLO,KY,42633,,,,,0,Y,9,36.8674,-84.8254
1235,SAN ANTONIO TX,Supercenter,5025 NW LOOP 410,SAN ANTONIO,TX,78229,Y,,,,1,,9,29.487759302555,-98.586324381467
1236,GOLDSBORO NC,Supercenter,1002 N SPENCE AVE,GOLDSBORO,NC,27534,Y,,,,1,,9,35.386103109975,-77.947563789968
1237,DUNN NC,Supercenter,590 E JACKSON BLVD,ERWIN,NC,28339,Y,,,,1,,9,35.323946188386,-78.646394780747
1239,URBANA OH,Supercenter,1840 E US HIGHWAY 36,URBANA,OH,43078,Y,,,,1,,9,40.1083912,-83.7524298
1243,MARTINSVILLE VA,Supercenter,976 COMMONWEALTH BLVD,MARTINSVILLE,VA,24112,Y,,,,1,,9,36.6915262,-79.8725386
1247,HAZARD KY,Supercenter,120 DANIEL BOONE PLZ,HAZARD,KY,41701,Y,,,,1,,9,37.2489635,-83.1933893
1248,MEMPHIS (SE) TN,Supercenter,7525 WINCHESTER RD,MEMPHIS,TN,38125,,Y,,,1,,9,35.050319960211,-89.812621336928
1249,"SAN ANGELO, TX",Supercenter,610 W 29TH ST,SAN ANGELO,TX,76903,Y,,,,1,,9,31.493389835203,-100.444802707897
1250,,,,,,,Y,,,,1,,9,,
1254,BELLMEAD TX,Supercenter,1521 INTERSTATE 35 N,BELLMEAD,TX,76705,Y,,,,1,,9,31.595543203157,-97.109592284637
1255,LAURINBURG NC,Supercenter,901 US HIGHWAY 401 S,LAURINBURG,NC,28352,Y,Y,,,2,,9,34.785931846331,-79.454609580242
1257,STAMFORD TX,Supercenter,2614 N SWENSON STREET,STAMFORD,TX,79553,,,,,0,Y,9,32.9453,-99.7859
1259,CORBIN KY,Supercenter,60 S STEWART RD,CORBIN,KY,40701,Y,,,,1,,9,36.974390286519,-84.103123438301
1260,LUCEDALE MS,Supercenter,11228 OLD 63 S,LUCEDALE,MS,39452,Y,,,,1,,9,30.904116392071,-88.597793756605
1264,"BELLEFONTAINE,OH",Supercenter,2281 US HIGHWAY 68 S,BELLEFONTAINE,OH,43311,Y,Y,,,2,,9,40.392686465653,-83.750655013067
1265,ST LOUIS MO,Supercenter,10741 WEST FLORISSANT AVE,SAINT LOUIS,MO,63136,Y,,,,1,,9,38.767451963387,-90.280551679255
1266,BATON ROUGE LA,Supercenter,2171 ONEAL LN,BATON ROUGE,LA,70816,,,,,0,Y,9,30.4273,-91.0356
1268,WHITEVILLE NC,Supercenter,200 COLUMBUS CORNERS DR,WHITEVILLE,NC,28472,,,,,0,Y,9,34.3241,-78.716
1270,NORTH AUGUSTA SC,Supercenter,1201 KNOX AVE,NORTH AUGUSTA,SC,29841,,Y,,,1,,9,33.502414904142,-81.959231442561
1271,MERIDIAN MS,Supercenter,2400 HIGHWAY 19 N,MERIDIAN,MS,39307,Y,,,,1,,9,32.3643098,-88.703656
1272,SNYDER TX,Supercenter,5110 COLLEGE AVE,SNYDER,TX,79549,,,,,0,Y,9,32.7451,-100.9175
1274,WHITEWATER WI,Supercenter,1362 W MAIN ST,WHITEWATER,WI,53190,,Y,,,1,,9,42.834774513533,-88.758964843584
1277,BLACK RIVER FALLS WI,Supercenter,611 STATE HIGHWAY 54,BLACK RIVER FALLS,WI,54615,Y,,,Y,2,,9,44.294747967412,-90.854853154185
1279,HOUSTON TX,Supercenter,10411 N FREEWAY 45,HOUSTON,TX,77037,Y,,,Y,2,,9,29.7589382,-95.3676974
1282,CONCORDIA KS,Supercenter,140 E COLLEGE DR,CONCORDIA,KS,66901,Y,,,,1,,9,39.552723532008,-97.659643756449
1283,STARKE FL,Supercenter,14500 US HIGHWAY 301 S,STARKE,FL,32091,Y,,,,1,,9,29.921141344314,-82.128125508992
1284,PHENIX CITY AL,Supercenter,3700 US-280,PHENIX CITY,AL,36867,Y,,,,1,,9,32.4709761,-85.0007653
1285,OTTUMWA IA,Supercenter,1940 VENTURE DR,OTTUMWA,IA,52501,Y,Y,,,2,,9,41.0195659,-92.4116886
1288,ROXBORO NC,Supercenter,1049 DURHAM RD STE A,ROXBORO,NC,27573,Y,,,,1,,9,36.378515556623,-78.983604724956
1289,WILMINGTON OH,Supercenter,2825 PROGRESS WAY,WILMINGTON,OH,45177,Y,Y,Y,,3,,9,39.450975327992,-83.781611102229
1290,WILKESBORO NC,Supercenter,1801 US HIGHWAY 421,WILKESBORO,NC,28697,,,,,0,Y,9,36.1359,-81.1573
1293,AUGUSTA GA,Supercenter,3209 DEANS BRIDGE RD,AUGUSTA,GA,30906,Y,,,,1,,9,33.3589,-82.0099
1294,MARION IN,Supercenter,3240 SOUTHWESTERN,MARION,IN,46953,Y,Y,,,2,,9,40.53111991719,-85.673765317311
1295,MADILL OK,Supercenter,1100 S 1ST ST,MADILL,OK,73446,,,,,0,Y,9,34.0784,-96.7597
1297,CHIEFLAND FL,Supercenter,2201 N YOUNG BLVD,CHIEFLAND,FL,32626,Y,,,,1,,9,29.50149528473,-82.870720296555
1306,ALAMOGORDO NM,Supercenter,233 S NEW YORK AVE,ALAMOGORDO,NM,88310,Y,,,,1,,9,32.887799554738,-105.959425640007
1310,TERRE HAUTE (S) IN,Supercenter,5555 S US HIGHWAY 41,TERRE HAUTE,IN,47802,Y,Y,,Y,3,,9,39.399687121456,-87.401565969633
1311,COLUMBUS (N) GA,Supercenter,5448 WHITTLESEY BLVD STE B,COLUMBUS,GA,31909,,Y,,,1,,9,32.543120962386,-84.947839957382
1312,SPRING LAKE NC,Supercenter,670 LILLINGTON HWY,SPRING LAKE,NC,28390,Y,,,,1,,9,35.175822597277,-78.968422669719
1313,SAN ANTONIO (S) TX,Supercenter,1200 SE MILITARY DR,SAN ANTONIO,TX,78214,Y,,,,1,,9,29.35422670717,-98.477896287333
1316,STURGEON BAY WI,Supercenter,1536 EGG HARBOR RD,STURGEON BAY,WI,54235,Y,,,Y,2,,9,44.849288427071,-87.359961229056
1320,KNOXVILLE (SE) TN,Supercenter,7420 CHAPMAN HWY,KNOXVILLE,TN,37920,Y,Y,,,2,,9,35.908422870086,-83.84401552736
1321,"SMITHFIELD, NC",Supercenter,1299 N BRIGHTLEAF BLVD,SMITHFIELD,NC,27577,,,,,0,Y,9,35.5068,-78.3479
1323,PEORIA IL,Wal-Mart,3315 N UNIVERSITY ST,PEORIA,IL,61604,Y,,,,1,,9,40.728458478237,-89.612815654947
1324,NOGALES AZ,Supercenter,100 W WHITE PARK DR,NOGALES,AZ,85621,Y,,,,1,,9,31.362876828565,-110.930798446235
1327,MADISON IN,Supercenter,567 IVY TECH DR,MADISON,IN,47250,Y,Y,,Y,3,,9,38.782081268378,-85.378532389219
1328,WINSLOW AZ,Supercenter,700 MIKES PIKE ST,WINSLOW,AZ,86047,,Y,,,1,,9,35.0241984,-110.6973463
1329,LOGANSPORT IN,Supercenter,240 MALL RD,LOGANSPORT,IN,46947,Y,,,,1,,9,40.762357212004,-86.316785894116
1331,SIDNEY OH,Supercenter,2400 MICHIGAN ST,SIDNEY,OH,45365,Y,,,,1,,9,40.28775754709,-84.192883393907
1333,VAN WERT OH,Supercenter,301 TOWN CENTER BLVD,VAN WERT,OH,45891,Y,,,Y,2,,9,40.8014651,-84.600988
1335,LEXINGTON VA,Supercenter,1233 N LEE HWY,LEXINGTON,VA,24450,Y,,Y,,2,,9,37.803476189368,-79.409519997686
1336,MARION VA,Wal-Mart,1193 N MAIN ST,MARION,VA,24354,Y,,,,1,,9,36.844732807397,-81.500331259579
1337,ELKIN NC,Supercenter,548 CC CAMP RD,ELKIN,NC,28621,Y,,,Y,2,,9,36.277511402665,-80.834750732364
1338,COLUMBUS (S) GA,Supercenter,3515 VICTORY DR,COLUMBUS,GA,31903,Y,,,,1,,9,32.421964712702,-84.946265808927
1340,ATLANTA/DECATUR GA,Supercenter,5401 FAIRINGTON RD,LITHONIA,GA,30038,Y,,,,1,,9,33.701401693951,-84.169879191696
1344,STAUNTON VIRGINIA,Supercenter,1028 RICHMOND AVE,STAUNTON,VA,24401,Y,Y,Y,Y,4,,9,38.137789836592,-79.047018099656
1345,SOUTH BOSTON VA,Supercenter,3471 OLD HALIFAX RD,SOUTH BOSTON,VA,24592,,,,,0,Y,9,36.6963,-78.9188
1351,BECKLEY WV,Supercenter,1330 N EISENHOWER DR,BECKLEY,WV,25801,Y,,,,1,,9,37.792967475594,-81.172757277318
1354,WASHINGTON NC,Supercenter,570 PAMLICO PLZ,WASHINGTON,NC,27889,Y,,,,1,,9,35.5884,-77.1404
1357,SILVER CITY NM,Supercenter,2501 HIGHWAY 180 E,SILVER CITY,NM,88061,Y,,,,1,,9,32.7711825,-108.2764164
1358,WALTERBORO SC,Supercenter,2110 BELLS HWY,WALTERBORO,SC,29488,Y,,,,1,,9,32.932625817748,-80.695338581914
1359,NORTH CHARLESTON SC,Supercenter,7400 RIVERS AVE,NORTH CHARLESTON,SC,29406,,,,,0,Y,9,32.9352,-80.0325
1361,SIOUX CITY IA,Supercenter,3400 SINGING HILLS BLVD,SIOUX CITY,IA,51106,Y,,,,1,,9,42.436047506369,-96.364262244524
1363,MADISON GA,Supercenter,1681 EATONTON RD,MADISON,GA,30650,Y,,,,1,,9,33.565990748245,-83.478202823412
1366,MERRILL WI,Supercenter,505 S PINE RIDGE AVENUE,MERRILL,WI,54452,Y,,,Y,2,,9,45.180522,-89.683459
1372,GARNER/RALEIGH NC,Supercenter,4500 FAYETTEVILLE RD,RALEIGH,NC,27603,,,,,0,Y,9,35.7076,-78.6563
1378,"GOSHEN (S), IN",Supercenter,2304 LINCOLNWAY E,GOSHEN,IN,46526,Y,Y,,,2,,9,41.591584668948,-85.8049364055
1379,GREENVILLE NC,Supercenter,210 GREENVILLE BLVD SW,GREENVILLE,NC,27834,Y,,,,1,,9,35.574465570574,-77.387556673224
1382,GREENWOOD SC,Supercenter,508 NW BYPASS 72,GREENWOOD,SC,29649,Y,,,,1,,9,34.1489805,-82.112882
1384,LA JUNTA CO,Supercenter,6 CONLEY RD,LA JUNTA,CO,81050,,,,,0,Y,9,37.9546,-103.6644
1385,GASTONIA NC,Supercenter,3000 E FRANKLIN BLVD,GASTONIA,NC,28056,Y,,,,1,,9,35.2172,-81.1252
1388,KENDALLVILLE IN,Supercenter,2501 E NORTH ST,KENDALLVILLE,IN,46755,Y,Y,Y,,3,,9,41.444905005351,-85.22500406254
1395,CENTRALIA IL,Supercenter,1212 W MCCORD ST,CENTRALIA,IL,62801,,,,,0,Y,9,38.5241,-89.1365
1403,CORNELIA GA,Supercenter,250 FURNITURE DR,CORNELIA,GA,30531,Y,,,,1,,9,34.5114883,-83.5271166
1405,"BAY CITY, TX",Supercenter,4600 7TH ST,BAY CITY,TX,77414,Y,,,,1,,9,28.985269765165,-95.93596551673
1414,BELEN NM,Supercenter,1 I 25 BYP,BELEN,NM,87002,Y,,,Y,2,,9,34.6627495,-106.7762
1415,SPIRIT LAKE IA,Supercenter,2200 17TH ST,SPIRIT LAKE,IA,51360,,,,,0,Y,9,43.4262,-95.1123
1418,"O`FALLON, IL",Supercenter,1530 WEST HWY 50,O FALLON,IL,62269,Y,,,,1,,9,38.592647984445,-89.953884225393
1422,ALMA MI,Supercenter,7700 N ALGER RD,ALMA,MI,48801,Y,Y,,,2,,9,43.40377118809,-84.66668992781
1424,COLONIAL HEIGHTS VA,Supercenter,671 SOUTHPARK BLVD,COLONIAL HEIGHTS,VA,23834,Y,,Y,,2,,9,37.24645964777,-77.389474661022
1426,ASHLAND KY,Supercenter,351 RIVER HILL DR,ASHLAND,KY,41101,Y,,,,1,,9,38.485502638886,-82.660699933046
1428,MT PLEASANT MI,Supercenter,4730 ENCORE BLVD,MOUNT PLEASANT,MI,48858,Y,,Y,,2,,9,43.572990949278,-84.75766623363
