product,size,date,rating,title,text,nickname,helpful_yes,helpful_no,photos,fulfilled_by,seller,syndication_source,review_id
Unscented,15 lbs,2026-07-16,3,,CAT LIKED IT.  I DIDN'T LIKE THE SMELL AND IT SEEMED TO STICK ON THE CATS PAWS.,Monica,0,0,0,Walmart,Walmart.com,,432631158
Unscented,34 lbs,2026-07-16,5,,i like this better than the clay ! it is lighter and cheaper and i could throw it the back yard if i needed to. lol. it holds the smell pretty good too! i have been using it since last year and i would never change!,anonymous,0,0,0,Walmart,Walmart.com,,432626218
Original,15 lbs,2026-07-16,4,I'm still deciding,"I just ordered my second bag of the pine litter but I'm still deciding if I like it.  When we first changed over, they recommended opening tge bag and leaving it next to the litter box so the cat can get used to it. I like the wood smell but husband thought it was overwhelming.  (Litter box is in a laundry room and is closed up at night, so the smell builds up.) We finally figured out to close the bag and smell subsidied. The litter is dusty, just a different kind of dust. And it does track, but the bits are soft underfoot. It has done a great job keeping odor down for almost 2 months. And it is much lighter weight than clay. I was spending $30  per month (Arm %26 Hammer Ultra Last) and this is only about $10/month.",anonymous,0,0,0,Walmart,Walmart.com,,432720527
Original,15 lbs,2026-07-16,3,,It went through the litter robot really fast. That met be operators fail. I have to look into it,Rebecca,0,0,0,Walmart,Walmart.com,,432734698
Original,15 lbs,2026-07-16,1,,"Totally not happy with this litter at all. Didn't clump, my cats really disapproved it to one of my cats pooped outside the litter box",Elena,0,0,0,Walmart,Walmart.com,,432705763
Original,34 lbs,2026-07-16,5,,way better then clay!,Jagnut,0,0,0,Walmart,Walmart.com,,432670242
Original,15 lbs,2026-07-16,5,,LOVE IT!!!  LIGHT ENOUGH I CAN HANDLE IT.  AND IT DOES SMELL GOOD.,Katherine,0,0,0,Walmart,Walmart.com,,432666847
Original,15 lbs,2026-07-15,5,Gotta try this one!,Best cat litter ever! Really good for odor control. Lightweight and easy to scoop. Cat loves it. Only issue was with the delivery -- medium sized hole in side of bag and litter dust puffing everywhere. Otherwise great product.,Elizabeth,0,0,0,Walmart,Walmart.com,,432542931
Original,15 lbs,2026-07-15,5,,"Love this cat litter. It's light, clumps well ❤️‍🩹 and no odor.",anonymous,0,0,0,Walmart,Walmart.com,,432485765
Original,15 lbs,2026-07-14,4,,could clump better,anonymous,0,0,0,Walmart,Walmart.com,,432416055
Original,15 lbs,2026-07-14,5,,"This litter was purchased for a feral mom's baby boy who didn't take to the standard clay litter seeming to dislike the feel on it's new little pink sensitive foot pads. This is a unique litter, soft %26 seemingly easier on this little six week old kitten.  He took to it %26 now uses the litter box. Very pleased with the product quality, availability %26 seems to last longer than the clay.",anonymous,0,0,0,Walmart,Walmart.com,,432470869
Original,34 lbs,2026-07-14,5,,"this litter is PHENOMENAL!!! I have had cats for 30 years, and this litter is an absolute game changer! its light weight, it is great odor control and my cats adapted to it quickly and easily. Scooping is so so easy with this stuff, it clumps really really well so its easy to get everything out of the box. absolutely LOVE it!! And NO this is not a paid review",Tygress,0,0,0,Walmart,Walmart.com,,432397817
Original,15 lbs,2026-07-13,3,My cat hated it,"Personally, I found the odor of the litter to be natural like sawdust or new construction, but my cat did not like pooping in it. She started to poop on the stairs all of a sudden after 15 years, she peed in it so we switched it back and she stopped pooping on the stairs and that's all I can say about it. The same may not happen for your cat otherwise it's not a bad litter from a human's standpoint personally, I found the odor of the litter to be natural like sawdust or new construction, but my cat did not like pooping in it. She started to poop on the stairs all of a sudden after 15 years, she peed in it so we switched it back and she stopped pooping on the stairs and that's all I can say about it. The same may not happen for your cat otherwise it's not a bad litter from a humans standpoint lol",Karin,0,0,0,Walmart,Walmart.com,,432291776
Original,15 lbs,2026-07-12,5,,Great! No dust!,Katelyn,0,0,0,Walmart,Walmart.com,,432123430
Original,15 lbs,2026-07-12,5,Great value for the money,Love the clumping action. Keeps the Oder down.  Only downside is it does seem to track outside the box more than I'd expect.,,0,0,0,Walmart,Walmart.com,,432097850
Original,15 lbs,2026-07-12,5,,Very Amazing i m satisfied use it🥰😍,FATIMA,0,0,0,Walmart,Walmart.com,,432166842
Original,15 lbs,2026-07-12,5,Best Cat Litter,"Luv it, no dust, clumps, no order, will buy again,Fast Delivery!!",Janice,0,0,0,Walmart,Walmart.com,,432191475
Unscented,34 lbs,2026-07-12,5,,Preferred over the scented version,Dale,0,0,0,Walmart,Walmart.com,,432133478
Unscented,15 lbs,2026-07-12,4,Great cat litter,My cat has asthma so it appears thus far has little to no dust. The only disappointment is you can smell the 💩. I have the unscented one due to her asthma so that might be the issue. Urine clusters very well and I love that. Very little tracking.,Karen,0,0,0,Walmart,Walmart.com,,432129153
Unscented,15 lbs,2026-07-11,4,Tender Paws,"Decades a petsitter. Searching for soft litter for a feline with inflamed pads (pillow paw). Course to the touch, I sprayed with water - huge mistake! There's a powder glue that made it crust over (for clumping). After scraping off the crust, she used it. As long as waste is covered, there's no smell (even to my hyper sensitive nose). But I've always scooped boxes daily, 2x a day. What I've found is no litter box is large enough to go an entire day without scooping - even for 6 lbs cats. Worst part about this litter: the urine seeps to the bottom immediately - impossible to detect without scooping entire box… which in my case it had glued to the box… so maybe some kind of liner is needed. Ordered another that claims to be the softest, and more boxes to see which she prefers. For now, gone back to pre-moisten pellets, tho, there's plenty of this brand left, it'll wait until the extra boxes arrive. Always purchase unsented, your pets have far more sensitive noses than you.",Rancy,0,0,0,Walmart,Walmart.com,,432040057
Original,34 lbs,2026-07-11,1,,smell bad when cats go to the bathroom,oscar,0,0,0,Walmart,Walmart.com,,432050072
Original,15 lbs,2026-07-11,5,Best litter ever,This is the greatest litter I have used since I got my cat.   Everytime  my cat used the litter I could smell it.  Someone recommended this to me %26 I was optimistic.  I never smell any odor since using this!  I have recommended it to family %26 say best litter ever.  You won't b disappointed,Carol,0,0,0,Walmart,Walmart.com,,432042681
Original,15 lbs,2026-07-09,3,,its ok the main problem being it spreads everywhere and its hard to get off rugs. another issue is u need a scoop that has bigger space between the holes or bars bc it doesnt go thru easily and i ending up having to put gloves on and run the litter thru my fingers. icky.,anonymous,0,0,0,Walmart,Walmart.com,,431800403
Original,15 lbs,2026-07-09,5,,Very good.  Sifts well. They could enhance  the scent  a bit.  I  will be using it . The price is unbeatable. last forever.,anonymous,0,0,0,Walmart,Walmart.com,,431711937
Original,15 lbs,2026-07-09,5,,"this is the best litter I've found. no odor, easy to scoop.",anonymous,0,0,0,Walmart,Walmart.com,,431730240
Original,15 lbs,2026-07-08,5,,Love that there is no smell!,Laura,0,0,0,Walmart,Walmart.com,,431635099
Original,15 lbs,2026-07-08,5,Best price for your money ignore the dust,"Very fine granules on catalyst, but does clump cats love it. Yes there is some dust but it kills the urine smell and does clump well that you are able to use this on a mechanical cat litter box.        

I use in both stainless steel boxes and automatic self cleaning boxes.",CECE88,0,0,0,Walmart,Walmart.com,,431630009
Original,15 lbs,2026-07-08,5,,much better than I thought it would be we now have a new cat litter,Sherry,0,0,0,Walmart,Walmart.com,,431596564
Original,34 lbs,2026-07-08,5,,"I have use so many cat litters
Which they never worked out this is the best cat litter ever",Frances,0,0,0,Walmart,Walmart.com,,431628818
Original,15 lbs,2026-07-08,5,,Finally got my 16 year old cat to use the litter box again.,Jacob,0,0,0,Walmart,Walmart.com,,431597310
Original,34 lbs,2026-07-08,5,,Love this stuff!!!,Rachel,0,0,0,Walmart,Walmart.com,,431565785
Unscented,15 lbs,2026-07-07,1,So much dust,"I can't recommend this litter. It is extremely dusty. Every time my black cat comes out of the litter box he's an entirely different color because he's covered in the dust from it. I have to wipe his face and paws every time because flakes will stay caked on him, even though he's totally dry and not usually messy in the litter box. The smell is also very strong, which some may not mind but I try to have scentless where possible. Anytime I added more of this litter I would be sneezing for an hour after. It's very light, but that also makes it very hard to sift through when scooping. It doesn't want to fall through the scoop unless you shake a lot. I still have half the bag left and will be throwing it away as soon as the other litter I ordered get here.",rachel,0,0,0,Walmart,Walmart.com,,431445551
Original,34 lbs,2026-07-07,5,,I love everything about it,Denise,0,0,0,Walmart,Walmart.com,,431438089
Original,15 lbs,2026-07-07,5,Best purchase ever!!!!!,absolutely love this cat litter!!! It smells so so good and is super easy to clean and keep clean. will definitely order again. and my cats didn't mind it at all.,anonymous,0,0,0,Walmart,Walmart.com,,431430245
Original,34 lbs,2026-07-06,5,,3 cats are fine with it but 1 is protesting. I suggest adding a little at a time. it definitely smells better longer and is easier to work with  than any other litters we've tried.,carol,0,0,0,Walmart,Walmart.com,,431333662
Original,15 lbs,2026-07-06,4,Befriend a Woodsman,The odor is stifled. Quick clumping.,anonymous,0,0,0,Walmart,Walmart.com,,431332502
Original,15 lbs,2026-07-06,3,"Okay, but not as advertised.","Not the worst litter ever, but it certainly did not clump AT ALL. Any clump instantly disintegrated completely and was unable to be scooped. For that I will not repurchase. It did well with odor control and was affordable, but dust and tracking were also terrible. Too many cons to outweigh the pros.",Talon,0,0,0,Walmart,Walmart.com,,431310258
Original,15 lbs,2026-07-05,5,,best litter ever.   must try. life changing,IronCharger,0,0,0,Walmart,Walmart.com,,431211864
Original,34 lbs,2026-07-05,5,,"This litter makes cleaning the box super easy to clean.i have multiple cats,have not found the multi one yet but it's still does the job.",Robert,0,0,0,Walmart,Walmart.com,,431179815
Original,15 lbs,2026-07-05,4,No more clay litter!!!,"Started using new Catalyst litter, it clumps TOO well (thank goodness) so I needed a new litter scooper with bigger holes to shake the loose litter off the clumps. The clay litter is “NO LONGER NEEDED IN THIS HOUSE!” No more AMMONIA smells!",nancy,0,0,0,Walmart,Walmart.com,,431152927
Original,15 lbs,2026-07-05,5,,I researched long and hard when trying to find a litter for my cat Luna. I finally decided on this one and I am very well pleased. It is cleaner. Smells fresh when it is poured from the bag. And my cat loves it. Who wouldn't. I'm sure it must feel better on the paws than clay litter. Also it is easier on the clean up. Great job Catalyst!!,,0,0,0,Walmart,Walmart.com,,431147695
Original,15 lbs,2026-07-04,1,Bad quality,"Bad odor control, bad clumping,",Ana,0,0,0,Walmart,Walmart.com,,431108045
Original,34 lbs,2026-07-04,5,,seven cats...no odor lasts longer than others,Sherry,0,0,0,Walmart,Walmart.com,,431009486
Original,34 lbs,2026-07-04,5,,Works great!,Worksgreat,0,0,0,Walmart,Walmart.com,,431036293
Original,15 lbs,2026-07-04,5,Great litter,Great product!!!,Beth,0,0,0,Walmart,Walmart.com,,431124503
Unscented,34 lbs,2026-07-03,2,,Very different. 4 cats %26 they aren't sure after a week.,Luanna,0,0,0,Walmart,Walmart.com,,430867901
Original,15 lbs,2026-07-03,5,,This works better than cat litter. It takes away the smell and lasts 3 tomes longer than my cat litter did. Its also cheaper. I will use this only from now on.,Brandy,0,0,0,Walmart,Walmart.com,,430974638
Unscented,15 lbs,2026-07-03,4,Why I gave 4 instead of 5,I dislike that the clump did not make solid clump. Fell apart made it harder to pick up. Low Dust to Dust Free. Litterbox odor was nonexistent.,Debbie,0,0,0,Walmart,Walmart.com,,430983772
Unscented,15 lbs,2026-07-02,5,,"i recommend this litter to everyone with cats. The biggest thing for me is that the cats can use it and it does smell! They do track it out, but i think all litter has that issue.",Stacey,0,0,0,Walmart,Walmart.com,,430771124
Original,15 lbs,2026-07-02,2,stinks,It stinks and the particles appears on the floor around the box. I'm going back to pine pellets.,Wendy,0,0,0,Walmart,Walmart.com,,430807732
Original,15 lbs,2026-07-02,4,,"It was different, my cats used it but I had it all over my floor sticking to my cats. lol No odor though.",anonymous,0,0,0,Walmart,Walmart.com,,430781189
Original,15 lbs,2026-07-02,5,,"I've been using this cat litter for nearly a year and it's the best affordable I've ever had.  If box is cleaned once or sometimes twice a day there are only some softball sized balls to remove plus any feces there might be.  I haye a clean box with no waste and it lasts a long time.
There's a very slight wood aroma from the bag and it's the most environmental litter out there.  Also, it isn't costly, is made from the left back of the  manufacture of wood projects, there is nothing else in it and no scraping of heavy litter because it's contained in easily removable, light used litter.",anonymous,0,0,0,Walmart,Walmart.com,,430724131
Original,15 lbs,2026-07-01,5,Amazing,This stuff is amazing. I will never go back to clay litter.,Brian,0,0,0,Walmart,Walmart.com,,430618018
Original,15 lbs,2026-07-01,3,Trying to get used to it,It does last longer but it's too messy,anonymous,0,0,0,Walmart,Walmart.com,,430609135
Original,15 lbs,2026-07-01,5,,Absolutely love this cat litter over other cat litter.  I spend less than I ever have.,Adriana,0,0,0,Walmart,Walmart.com,,430602316
Unscented,15 lbs,2026-07-01,1,,it was not unscented. it tracked through the whole house and smelled awful. i will not be purchasing any more.,anonymous,0,0,0,Walmart,Walmart.com,,430590124
Unscented,34 lbs,2026-06-30,5,,Love it. It's the best litter I have ever used.,Kristin,0,0,0,Walmart,Walmart.com,,430494621
Original,15 lbs,2026-06-29,4,,"I like this and don't smell or anything she gave it a five star after I started looking I got two cats and I've already used half a cat for one month so I'm sure the other half will be for 2 months all together I'm switching I recommend this  , also it's not Dusty and easier to clean. No bad  smell  - my new pick.",anonymous,0,0,0,Walmart,Walmart.com,,430414722
Original,15 lbs,2026-06-29,5,,The best stuff ever,Bobothemonkey,0,0,0,Walmart,Walmart.com,,430429873
Original,34 lbs,2026-06-29,5,,Like this cat litter..it doesn't leave a ammonia smell and it even clumps good. And you actually don't even have to take it to the landfill. Since it's wood you can pour it out in the yard around your trees,Lynn,0,0,0,Walmart,Walmart.com,,430424801
Original,15 lbs,2026-06-29,5,,Works great and lasts forever!,,0,0,0,Walmart,Walmart.com,,430421056
Original,15 lbs,2026-06-28,5,,My cat and I are very happy with this flushable cat litter and it doesn't hurt or stop up the pipes as long as you keep the bacteria count up for the septic system so that you don't have any problems getting stopped up,Penny,0,0,0,Walmart,Walmart.com,,430305528
Original,34 lbs,2026-06-27,5,cat litter,best litter. smells good!,anonymous,0,0,0,Walmart,Walmart.com,,430208704
Original,15 lbs,2026-06-27,5,,"long lasting, good clumping.",James,0,0,0,Walmart,Walmart.com,,430159384
Original,34 lbs,2026-06-27,2,,My catalyst was messed up.It was torn,Tracy,0,0,0,Walmart,Walmart.com,,430156221
Original,34 lbs,2026-06-27,5,,"Smells nice, masks feces and urine odors well. Very absorbant. Sifts neatly. My new go-to litter. Better for cats, better for environment. Pricier outlay than some, but lasts a long time.",Merry,0,0,0,Walmart,Walmart.com,,430113044
Original,15 lbs,2026-06-26,1,,The clumping is terrible,anonymous,0,0,0,Walmart,Walmart.com,,429991850
Original,34 lbs,2026-06-26,5,,"I love the wood, cause it's natural and it covers the urine smell. I foster. This is so much easier to scoop too. All the cats seem to like it, so far they didn't complain.  I have 6 cat boxes around the house.",Linda,0,0,0,Walmart,Walmart.com,,429982450
Original,34 lbs,2026-06-25,5,"Catalyst litter , original",This is nice litter. Cuts down odor and lasts a good while. It has a nice clean smell. Tracks a lot. Hard to clean scooper.,pat,0,0,0,Walmart,Walmart.com,,429894964
Original,15 lbs,2026-06-25,5,,"It works well for my cat and myself in my apartment...better odor control,  less dust.  Because the sawdust has tiny particles, it is a little more tedious to scoop, but that is minor compared to less dust and more odor control.",anonymous,0,0,0,Walmart,Walmart.com,,429952446
Original,34 lbs,2026-06-25,2,My cats don't like it,"Tried adding boxes with this new litter but my cats won't use those boxes. Has a funny smell to it, not really like a fresh sawdust smell, just weird. Maybe that's why my cats don't like it?",anonymous,0,0,0,Walmart,Walmart.com,,429936945
Original,34 lbs,2026-06-25,5,Excellent litter!,"Excellent cat litter! Great value and clumping. It is great to use a sustainable product that performs well. No more clay for me, the smell is so much better!",Annamarie,0,0,0,Walmart,Walmart.com,,429915558
Original,15 lbs,2026-06-25,4,,i love the smell and consistency however my cat not so much so i sprinkle some of her old type and shes fine with it. Good product,anonymous,0,0,0,Walmart,Walmart.com,,429913534
Original,34 lbs,2026-06-24,5,,"great little, cats like it, smells good",anonymous,0,0,0,Walmart,Walmart.com,,429839818
Unscented,15 lbs,2026-06-24,1,,Doesn't work in automatic litter boxes. Gets all clumped up and clogs up the machine,Jessica,0,0,0,Walmart,Walmart.com,,429806549
Original,15 lbs,2026-06-24,5,Cedarwood cat litter,They leave little dusty paw tracks on my dark floors..but no smell except cedar. The other litters tracked too and didn't cover up the bad ammonia smell this covers up both that and poop,Lynn,0,0,0,Walmart,Walmart.com,,429807764
Original,34 lbs,2026-06-24,5,,Love this!!!,Julie,0,0,0,Walmart,Walmart.com,,429800166
Original,34 lbs,2026-06-23,5,best sand cat,great  sand great price,anonymous,0,0,0,Walmart,Walmart.com,,429698255
Original,15 lbs,2026-06-23,5,,Great litter,cheri,0,0,0,Walmart,Walmart.com,,429600289
Unscented,34 lbs,2026-06-23,5,light weight and long lasting,I like this. Its lightweight and not clay so since i live in the country I can dump it outside and not put it in my trash cans. Its so much cheaper than the lightweight clay litter.  It goes a long way to. To test it out i started it in 1 cat box. my cats took right to it no complaints.  But it last a long time as well.,Dana,0,0,0,Walmart,Walmart.com,,429626724
Unscented,15 lbs,2026-06-23,1,Worst litter I ever tried!!!!!,"This honestly one of the worst cat litters I have very tried.  My cats hate it and even pooped outside the litter box.  It becomes a mess, smells and does not clump well.",APickyConsumer,0,0,0,Walmart,Walmart.com,,429634114
Unscented,15 lbs,2026-06-23,5,,"by far the best litter, zero regrets in switching",Shannon,0,0,0,Walmart,Walmart.com,,429661216
Original,34 lbs,2026-06-22,5,Best thing ever,"First time trying this product
Like the soft pine/sawdust smell to it. It's not overpowering. wow, the amount of fresh step cat litter  I have to use with it's dust and fill about 1/2 of the the 4 gallon trash bags and that is for just 2 cat litters. I use 2 bags have 4 cat litters. with this I only use 1 bag for the waste and its not even half full for all of my 4 boxes its only 1/4 full. plus NO DUST!!! Good bye fresh step hello Catalyst. P.S. I am using this green bag have not tried the orange bag yet so far this works for my 8 cats.",anonymous,0,0,0,Walmart,Walmart.com,,429583156
Original,15 lbs,2026-06-21,5,,"I've used clay litter for years and it's messy. I saw this wood litter and gave it a try. I'm never going back to clay litter! This wood litter is light, smells wonderful like fresh cut pine, clumps very well so cleaning the cat box is made much easier with no mess and my cat loves it. Plus I only smell the pine when I clean the litter box. No urine or poop smell! I highly recommend this litter.",Laurie,0,0,0,Walmart,Walmart.com,,429359744
Original,34 lbs,2026-06-20,5,,Wish I had known about this litter years ago! Game changer.,krystal,0,0,0,Walmart,Walmart.com,,429335923
Original,15 lbs,2026-06-19,5,,Best product I have ever found!,QsSquaw,0,0,0,Walmart,Walmart.com,,429122183
Original,15 lbs,2026-06-19,3,,I'm a fan of!   The cat not so much. He hates change !!,CJ,0,0,0,Walmart,Walmart.com,,429124408
Original,15 lbs,2026-06-19,5,,10/10 you will never go back to regular litter after trying this,Brittany,0,0,0,Walmart,Walmart.com,,429154115
Original,34 lbs,2026-06-18,5,,BEST litter ever!,cheri,0,0,0,Walmart,Walmart.com,,429047113
Original,34 lbs,2026-06-18,5,,great keeps cat odor to a minimum.  I love it.,Shannon,0,0,0,Walmart,Walmart.com,,429108184
Original,15 lbs,2026-06-17,5,,"I like this because it's not heavy, the scent is pleasant and healthy for my cat and the environment. In my opinion, there is never going to be ""The perrrfect clumping  litter,"" but this is the closest I've come across. The price is excellent.",Lynda,0,0,0,Walmart,Walmart.com,,428896446
Unscented,34 lbs,2026-06-17,5,,"I have 4 cats and this is the absolute best cat litter I have ever purchased. I will never go back to the old clay litter. I was buying two 40 lb. boxes  every ten days. Catalyst seem  a little pricey, but it takes very little and the 34 lb. bag lasts a long time, even with my 4 cats.",A,0,0,0,Walmart,Walmart.com,,428882290
Original,34 lbs,2026-06-17,5,,"We love the difference it makes,heads up on dusty paws",Brandi,0,0,0,Walmart,Walmart.com,,428963551
Original,15 lbs,2026-06-17,5,very very very happy with this litter!,wow. Just wow. i am so happy with this litter! no more dumping and wasting half of the litter i paid for. no more ammonia smell! no more wasted money! buy this litter. you'll be glad you did.,Ashley,0,0,0,Walmart,Walmart.com,,428906093
Original,34 lbs,2026-06-17,5,,smells good,saintjames,0,0,0,Walmart,Walmart.com,,428905815
Original,34 lbs,2026-06-17,2,,smells like a barn,Samantha,0,0,0,Walmart,Walmart.com,,428963237
Original,34 lbs,2026-06-17,1,,The dang scoop is missing.  Not deliver d.  What's the problem?????,anonymous,0,0,0,Walmart,Walmart.com,,428932492
Original,34 lbs,2026-06-16,5,,This is some amazing cat litter! When cleaning very little “clean” litter is wasted making it economical! More than worth the price!,Kathleen,0,0,0,Walmart,Walmart.com,,428835925
Unscented,15 lbs,2026-06-16,1,NOT the world's best litter!,"This litter is awful! 
It doesn't clump well, it's hard to scoop, and it makes the room smell kind of like a paper mill (not a good smell). I scoop every day and I have never had a room with a litter box in it smell so bad! I'm going back to my old litter!! 😝",Cmiller415,0,0,0,Walmart,Walmart.com,,428844403
Original,15 lbs,2026-06-16,5,,The best litter I've ever used. No odor! Amazing litter.,Gina,0,0,0,Walmart,Walmart.com,,428789888
Original,34 lbs,2026-06-15,1,,I thought this would be better than clay littler but its so much worse. it gets tracked all over my house and its just as dusty as the clay litter.,Danielle,0,0,0,Walmart,Walmart.com,,428759985
Original,15 lbs,2026-06-15,1,,"Listen

The scent of Pinewood was absent And it was Rather disappointing. The biggest problem that I have with the product is the sawdust. It does tangle in the long hair cats and the sawdust got into his eyes. I tried to brush it out and wash it out, but within a week he had gone blind, now in both eyes. I've had no way to get him to a vet, but if I can find evidence that this was caused by this saw  dust.I think at the least there should be a warning should show on every purchase that ithe sawdust  can cause damage orcould cause eye damage and even blindness.  As for  tangling in fur. I would verify it as truth. That from experience also.",linda,0,0,0,Walmart,Walmart.com,,428730545
Original,15 lbs,2026-06-14,5,,"it smells great, lasts so long, and it's better for the cats than traditional litter. Love this stuff!",Shannon,0,0,0,Walmart,Walmart.com,,428624300
Original,15 lbs,2026-06-12,5,,I love this liter. It smells clean and clumps. it's a healthy alternative to the gross clay liters.,angie,0,0,0,Walmart,Walmart.com,,428435230
Original,15 lbs,2026-06-12,5,,smells better.,cynthia,0,0,0,Walmart,Walmart.com,,428387217
Original,34 lbs,2026-06-12,5,I think I like it.,"Be sure to have some of your old style litter left when you get this. My cats wouldn't have anything to do with it until i poured some of their old litter on top of it. 
Catalyst tells you how to transition your cats too it but really? i didn't read instructions.  its cat litter. That was a mistake. I forget the cats don't like change.
anyway, so far the dust level has been reduced drastically - the old clumping litter is still mixed in with this and therefore it is still dusty, but by the time I get them transitioned to the new catalyst the dust will be non-existent. I really like that part. It's a little bit unusual scent. I expected it to smell like sawdust and that's not the case. It's taking me a minute to get used it too, just like the cats I'm sure. But the benefits are outweighing the consequences of having to go through the transition. I would prefer to have the more open sifting scooper they sell but until i tried this Im not buying it. I don't have one of those. I'm using the same old one I've always had and it's a little different. I just have to shake it differently. But I haven't smelled any cat smells since I brought it in here so that's good. My cat's are able to go outside and they prefer to go outside so I haven't had a lot of activity in this box so it remains to be seen whether or not I'm sold completely on this new litter. But so far so good",IBFREE,0,0,0,Walmart,Walmart.com,,428419984
Original,15 lbs,2026-06-10,3,,First time using. Was recommended adding to litter you already use to get cat accustom to it. When opening bag it reminded me of almond hull smell. Will update after we try it for a week.,Madmom1959,0,0,0,Walmart,Walmart.com,,428205888
Original,15 lbs,2026-06-08,5,No dust,Great cat litter no dust!,Kevin,0,0,0,Walmart,Walmart.com,,427926985
Original,15 lbs,2026-06-07,2,,Don't really care for it.,glenda,0,0,0,Walmart,Walmart.com,,427870004
Original,34 lbs,2026-06-07,5,What A Suprise !,I had tried pine pellets before and didn't like the barn-type odor.  I was fed up with clay litter and dust. I decided to try this and it is amazing. No urine or feces smell. Just a light pine pleasant smell. Had a neighbor stop in and they thought we got rid of our cats - no odor!   Wonderful product. Lasts longer than clay. I also bought steel cat litter pans which I believe helps also. All problems solved !!,Wendy,0,0,0,Walmart,Walmart.com,,427921569
Unscented,34 lbs,2026-06-07,5,,Works wonderful,Lisa,0,0,0,Walmart,Walmart.com,,427850163
Original,15 lbs,2026-06-05,5,best litter ever,what I like most about this litter is it tracks less and the clumps don't fall apart when scooping them out.,Mildred,0,0,0,Walmart,Walmart.com,,427685001
Original,15 lbs,2026-06-05,5,A Real Value,"this litter may look pricey, but it's worth it. no dust, minimal tracking,. it has a pleasant woody scent and  there's no strong odor when scooping.",William,0,0,0,Walmart,Walmart.com,,427667271
Original,15 lbs,2026-06-04,1,,cats won't use it even when old litter was placed with it it's been down since the 23 of May and nothing even took their other box away the held it until I placed regular one back,anonymous,0,0,0,Walmart,Walmart.com,,427548691
Original,34 lbs,2026-06-04,5,Worth the switch -,"I have long used standard clay litter for my cat.  The stickiness, odor and general messiness were becoming a real problem to deal with.  Since changing to Catalyst, the smell is almost negligible and definitely easier to scoop %26 keep clean.  The weight of the product is also a plus when disposing of the kitty waste.  I only have one cat and the one bag I purchased has saved me a considerable amount of money.  Definitely worth the change.",Dawn,0,0,0,Walmart,Walmart.com,,427571535
Original,15 lbs,2026-06-03,2,STNKS,"I was enthused to get this product because it sounds great. The stench of it as soon as I open, the bag was enough to gag me. I finally mixed it with baking soda, which helped. My cats will urinate in it, but they will not use it to defecate so I still have to have additional cat boxes for them.",Catkeeper,0,0,0,Walmart,Walmart.com,,427475409
Original,34 lbs,2026-06-02,5,,"i LOVE this for my cats!!!
like the wood smell and no dust!!",Susan,0,0,0,Walmart,Walmart.com,,427399078
Original,15 lbs,2026-06-01,5,Smells clean and lasts!,"It smells so good! I've always loved the smell of wood and this smells fresher than litter, used or unused!
This is my third purchase!",Antoinette,0,0,0,Walmart,Walmart.com,,427256023
Original,34 lbs,2026-05-31,3,Damage item,when upon delivery my bag I noticed was damaged so I took pictures  and other information. I to use the litter for my two cats. they're ladies room. needed to be cleaned then.,anonymous,0,0,0,Walmart,Walmart.com,,427207565
Original,34 lbs,2026-05-31,5,,"My rescue cat would not use clay litter, but she took to this quickly. And, it smells really good!",anonymous,0,0,0,Walmart,Walmart.com,,427183827
Original,34 lbs,2026-05-31,5,Better value at Walmart than manufacture,"Much better value getting from Walmart than the manufacturer. However, it's not the multi-cat version but this is the original and it works fine too",Debra,0,0,0,Walmart,Walmart.com,,427163077
Original,15 lbs,2026-05-30,5,Suppresses odorless really well,"Works well, hardly any tracking , suppresses odors really well.",,0,0,0,Walmart,Walmart.com,,427152524
Original,15 lbs,2026-05-30,5,catalyst cat litter,I just inherited a cat and this is the best so far.  Really knocks the smell down and easy to scoop,anonymous,0,0,0,Walmart,Walmart.com,,427149803
Original,15 lbs,2026-05-30,5,Awesome Litter!!!,I really like this litter. Smells so nice. Clumping is really easy to scoop. It's one of my favorites.,Alisha,0,0,0,Walmart,Walmart.com,,427082633
Original,34 lbs,2026-05-29,5,,Still gets tracked but at least no dust and scoops out great,Carole,0,0,0,Walmart,Walmart.com,,427012933
Original,15 lbs,2026-05-29,5,NO DUST - REALLY,"So far, I like it. Mild cedar smell. Very light weight. Clumps well. Great idea.",anonymous,0,0,0,Walmart,Walmart.com,,427059123
Original,34 lbs,2026-05-28,5,Great product,"Very impressed..  light weight, low pine smell.  Cats seem to be doing very well with the cat litter change.  Also I have noticed the litter box order is at a minimal compared to others..  no tracking!!  Will purchase again!",Melody,0,0,0,Walmart,Walmart.com,,426945369
Original,15 lbs,2026-05-27,5,,"Way better than traditional liter.  Easier to clean, no tracking all over the house. Keeps urine odor contained and literally box is not smelly",Lana,0,0,0,Walmart,Walmart.com,,426869742
Original,15 lbs,2026-05-27,1,,Absolutely heinous. Amplifies cat stench. Steer very clear of this product.,Thomas,0,0,0,Walmart,Walmart.com,,426780280
Original,34 lbs,2026-05-26,1,,"Horrible Cat Litter! Not only did it stick to my cat, the dust tracked all through my house, even on my furniture.  Not Asthma friendly either.

Do not recommend this Litter.  I would have given it zero stars if I could.",Sheila,0,0,0,Walmart,Walmart.com,,426696240
